@relation 'googleplaystoredata-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GreedyStepwise -B -R -T -1.7976931348623157E308 -N 5'

@attribute Genres {'Art & Design','Art & Design;Pretend Play','Art & Design;Creativity','Art & Design;Action & Adventure','Auto & Vehicles',Beauty,'Books & Reference',Business,Comics,Comics;Creativity,Communication,Dating,Education;Education,Education,Education;Creativity,'Education;Music & Video','Education;Action & Adventure','Education;Pretend Play','Education;Brain Games',Entertainment,'Entertainment;Music & Video','Entertainment;Brain Games',Entertainment;Creativity,Events,Finance,'Food & Drink','Health & Fitness','House & Home','Libraries & Demo',Lifestyle,'Lifestyle;Pretend Play','Adventure;Action & Adventure',Arcade,Casual,Card,'Casual;Pretend Play',Action,Strategy,Puzzle,Sports,Music,Word,Racing,Casual;Creativity,'Casual;Action & Adventure',Simulation,Adventure,Board,Trivia,'Role Playing',Simulation;Education,'Action;Action & Adventure','Casual;Brain Games','Simulation;Action & Adventure',Educational;Creativity,'Puzzle;Brain Games',Educational;Education,'Card;Brain Games','Educational;Brain Games','Educational;Pretend Play',Entertainment;Education,Casual;Education,'Music;Music & Video','Racing;Action & Adventure','Arcade;Pretend Play','Role Playing;Action & Adventure','Simulation;Pretend Play',Puzzle;Creativity,'Sports;Action & Adventure','Educational;Action & Adventure','Arcade;Action & Adventure','Entertainment;Action & Adventure','Puzzle;Action & Adventure','Strategy;Action & Adventure','Music & Audio;Music & Video','Health & Fitness;Education',Adventure;Education,'Board;Brain Games','Board;Action & Adventure','Board;Pretend Play','Casual;Music & Video','Role Playing;Pretend Play','Entertainment;Pretend Play','Video Players & Editors;Creativity','Card;Action & Adventure',Medical,Social,Shopping,Photography,'Travel & Local','Travel & Local;Action & Adventure',Tools,Tools;Education,Personalization,Productivity,Parenting,'Parenting;Music & Video',Parenting;Education,'Parenting;Brain Games',Weather,'Video Players & Editors','Video Players & Editors;Music & Video','News & Magazines','Maps & Navigation','Health & Fitness;Action & Adventure',Educational,Casino,'Adventure;Brain Games',Trivia;Education,Lifestyle;Education,'Books & Reference;Creativity','Books & Reference;Education',Puzzle;Education,'Role Playing;Education','Role Playing;Brain Games',Strategy;Education,'Racing;Pretend Play',Communication;Creativity,'February 11 2018',Strategy;Creativity}
@attribute Category {ART_AND_DESIGN,AUTO_AND_VEHICLES,BEAUTY,BOOKS_AND_REFERENCE,BUSINESS,COMICS,COMMUNICATION,DATING,EDUCATION,ENTERTAINMENT,EVENTS,FINANCE,FOOD_AND_DRINK,HEALTH_AND_FITNESS,HOUSE_AND_HOME,LIBRARIES_AND_DEMO,LIFESTYLE,GAME,FAMILY,MEDICAL,SOCIAL,SHOPPING,PHOTOGRAPHY,SPORTS,TRAVEL_AND_LOCAL,TOOLS,PERSONALIZATION,PRODUCTIVITY,PARENTING,WEATHER,VIDEO_PLAYERS,NEWS_AND_MAGAZINES,MAPS_AND_NAVIGATION,1.9}
@attribute Type {Free,Paid,NaN,0.0}
@attribute Installs {19M,500000+,5000000+,50000000+,100000+,50000+,1000000+,10000+,10000000+,5000+,100000000+,1000000000+,1000+,500000000+,50+,100+,500+,10+,1+,5+,0+,0.0,Free}
@attribute 'Content Rating' {Everyone,Teen,'Everyone 10+','Mature 17+','Adults only 18+',Unrated}
@attribute 'Android Ver' {'4.0.3 and up','4.2 and up','4.4 and up','2.3 and up','3.0 and up','4.1 and up','4.0 and up','2.3.3 and up','Varies with device','2.2 and up','5.0 and up','6.0 and up','1.6 and up','1.5 and up','2.1 and up','7.0 and up','5.1 and up','4.3 and up','4.0.3 - 7.1.1','2.0 and up','3.2 and up','4.4W and up','7.1 and up','7.0 - 7.1.1','8.0 and up','5.0 - 8.0','3.1 and up','2.0.1 and up','4.1 - 7.1.1',NaN,'5.0 - 6.0','1.0 and up','2.2 - 7.1.1','5.0 - 7.1.1'}

@data
Arcade,GAME,Free,10000000+,Everyone,'4.0.3 and up'
Adventure,GAME,Free,5000000+,'Mature 17+','4.1 and up'
Music,GAME,Free,10000000+,Everyone,'4.4 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,10000000+,Everyone,'4.0.3 and up'
Tools,TOOLS,Free,50000+,Everyone,'4.0 and up'
Tools,TOOLS,Free,50000+,Everyone,'2.1 and up'
Tools,TOOLS,Free,10000000+,Everyone,'2.3 and up'
Action,GAME,Free,5000000+,Teen,'6.0 and up'
'Libraries & Demo',LIBRARIES_AND_DEMO,Free,5000+,Everyone,'3.0 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,500000+,Everyone,'4.0 and up'
Tools,TOOLS,Free,5000+,Everyone,'4.0.3 and up'
Entertainment,FAMILY,Free,1000+,Teen,'4.2 and up'
Tools,TOOLS,Free,10000+,Everyone,'3.0 and up'
Tools,TOOLS,Free,10000+,Everyone,'4.1 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,10000+,Everyone,'4.0 and up'
Tools,TOOLS,Free,100+,Everyone,'4.0.3 and up'
Productivity,PRODUCTIVITY,Paid,500+,Everyone,'4.0 and up'
Tools,TOOLS,Paid,50+,Everyone,'4.3 and up'
Simulation,FAMILY,Free,500000+,Everyone,'3.0 and up'
Education,FAMILY,Free,1000+,Everyone,'2.2 and up'
Tools,TOOLS,Free,10000+,Everyone,'4.4 and up'
Tools,TOOLS,Free,500+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,500+,Everyone,'4.0 and up'
Productivity,PRODUCTIVITY,Free,1000+,Everyone,'3.1 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Paid,500+,Everyone,'2.1 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,10000+,Everyone,'4.0 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,10000+,Everyone,'4.1 and up'
Business,BUSINESS,Free,1000+,Everyone,'4.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000+,Everyone,'4.2 and up'
Tools,TOOLS,Free,10000+,Everyone,'4.0 and up'
Tools,TOOLS,Paid,10+,Everyone,'5.0 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,10000+,Everyone,'4.1 and up'
Business,BUSINESS,Free,10000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,5000+,Everyone,'4.4 and up'
Social,SOCIAL,Free,5000+,Teen,'4.1 and up'
Lifestyle,LIFESTYLE,Free,100+,Everyone,'4.0 and up'
Tools,TOOLS,Free,10000+,Everyone,'5.0 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,10+,Everyone,'4.1 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,10000+,Everyone,'2.2 and up'
Business,BUSINESS,Free,100+,Everyone,'4.1 and up'
Simulation,FAMILY,Free,100000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Paid,10+,Everyone,'4.2 and up'
Tools,TOOLS,Free,5000+,Everyone,'4.0.3 and up'
'Role Playing',FAMILY,Free,1000+,Everyone,'4.1 and up'
Action,GAME,Free,1000+,'Everyone 10+','2.3 and up'
Tools,TOOLS,Free,1000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,100+,Everyone,'4.2 and up'
Tools,TOOLS,Paid,1+,Everyone,'4.1 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,1000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,10000+,Teen,'4.1 and up'
'Role Playing',FAMILY,Free,10000000+,Teen,'4.4 and up'
Comics,COMICS,Free,1000000+,Teen,'Varies with device'
Action,GAME,Free,5000000+,Teen,'4.4 and up'
Action,GAME,Free,10000000+,Teen,'4.0 and up'
Entertainment,FAMILY,Free,500000+,'Mature 17+','4.4 and up'
'Action;Action & Adventure',FAMILY,Free,5000000+,Everyone,'4.0 and up'
'Adventure;Action & Adventure',FAMILY,Paid,50000+,'Everyone 10+','4.0.3 and up'
Trivia,GAME,Free,10000+,Everyone,'4.0.3 and up'
'Racing;Action & Adventure',FAMILY,Free,10000000+,Everyone,'4.1 and up'
Action,GAME,Free,1000000+,'Everyone 10+','4.3 and up'
Personalization,PERSONALIZATION,Free,10000+,Everyone,'4.1 and up'
Social,SOCIAL,Free,1000+,Teen,'4.0.3 and up'
Comics,COMICS,Free,5000000+,Teen,'Varies with device'
Trivia,GAME,Free,1000+,Everyone,'4.1 and up'
'Action;Action & Adventure',FAMILY,Free,1000000+,Everyone,'4.0 and up'
Comics,COMICS,Free,5000+,Everyone,'5.0 and up'
Action,GAME,Free,50000000+,Teen,'4.0.3 and up'
Entertainment,FAMILY,Free,100+,Everyone,'5.0 and up'
Adventure,GAME,Free,10000000+,Teen,'4.0.3 and up'
Trivia,GAME,Free,500+,Everyone,'4.0.3 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,5000+,Everyone,'4.4 and up'
Tools,TOOLS,Free,50000+,Unrated,'2.3.3 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,1000+,Everyone,'1.6 and up'
'Role Playing',FAMILY,Free,5000000+,Teen,'4.4 and up'
Tools,TOOLS,Free,1000+,Everyone,'4.0.3 and up'
Puzzle,FAMILY,Free,10000+,Everyone,'4.0.3 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,50000+,Everyone,'4.0 and up'
Action,GAME,Free,10000000+,Teen,'4.0 and up'
'Role Playing',FAMILY,Free,50000000+,'Everyone 10+','4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,500000+,Everyone,'4.1 and up'
Entertainment,FAMILY,Free,100+,'Mature 17+','4.4 and up'
Entertainment,FAMILY,Free,5000+,Everyone,'4.1 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,100000+,Everyone,'4.0 and up'
Comics,COMICS,Free,50+,'Everyone 10+','4.4 and up'
Education,FAMILY,Free,5000+,Everyone,'4.1 and up'
Entertainment,FAMILY,Free,500+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,500+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Paid,50+,Everyone,'4.4 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,1000+,Everyone,'4.0.3 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,10000+,Everyone,'1.5 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Paid,5000+,Everyone,'4.1 and up'
Lifestyle,LIFESTYLE,Paid,10+,Everyone,'2.3 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,5000+,'Everyone 10+','4.4W and up'
'Auto & Vehicles',AUTO_AND_VEHICLES,Free,10000000+,Everyone,'4.2 and up'
Communication,COMMUNICATION,Free,10000000+,Everyone,'Varies with device'
Weather,WEATHER,Free,10000000+,Everyone,'Varies with device'
Communication,COMMUNICATION,Free,5000000+,Everyone,'4.0 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,5000000+,Teen,'4.0 and up'
Racing,GAME,Free,1000000+,Everyone,'4.2 and up'
Education,FAMILY,Free,10000000+,Everyone,'4.4 and up'
Entertainment,FAMILY,Free,10000000+,Everyone,'Varies with device'
Tools,TOOLS,Free,50000000+,Everyone,'4.0.3 and up'
Simulation,FAMILY,Free,1000000+,Everyone,'2.3.3 and up'
Tools,TOOLS,Free,10000000+,Everyone,'4.0 and up'
Word,GAME,Free,1000000+,Everyone,'2.3 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.1 and up'
Simulation,FAMILY,Free,5000000+,Everyone,'2.3 and up'
Communication,COMMUNICATION,Free,10000000+,Everyone,'4.1 and up'
Personalization,PERSONALIZATION,Free,1000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Music,GAME,Free,50000000+,Everyone,'4.1 and up'
Racing,GAME,Free,50000000+,Everyone,'2.3.3 and up'
Puzzle,FAMILY,Free,5000000+,Everyone,'4.1 and up'
Racing,GAME,Free,50000000+,Everyone,'2.1 and up'
Tools,TOOLS,Free,10000000+,Everyone,'1.6 and up'
Racing,GAME,Free,10000000+,'Everyone 10+','4.1 and up'
Simulation,FAMILY,Free,5000000+,Everyone,'4.1 and up'
Board,GAME,Free,10000000+,Everyone,'4.1 and up'
Trivia,GAME,Free,10000000+,Teen,'4.1 and up'
Strategy,FAMILY,Free,100000+,Everyone,'2.3.3 and up'
Tools,TOOLS,Free,1000+,Everyone,'1.5 and up'
Board,GAME,Free,100+,Everyone,'2.3 and up'
Productivity,PRODUCTIVITY,Free,10000000+,Everyone,'Varies with device'
Strategy,FAMILY,Paid,10000+,'Everyone 10+','2.3.3 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,500+,Everyone,'5.0 and up'
Business,BUSINESS,Free,1000+,Everyone,'3.2 and up'
Photography,PHOTOGRAPHY,Free,10000+,Everyone,'4.0 and up'
Sports,SPORTS,Free,100+,Everyone,'4.1 and up'
Tools,TOOLS,Free,50000+,Everyone,'4.1 and up'
Lifestyle,LIFESTYLE,Free,1000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Paid,10+,Everyone,'4.0.3 and up'
Social,SOCIAL,Free,500+,Teen,'5.0 and up'
Tools,TOOLS,Free,100+,Everyone,'4.3 and up'
Business,BUSINESS,Free,100+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,100+,Everyone,'5.0 and up'
Entertainment,FAMILY,Free,1000+,Everyone,'2.3 and up'
Social,SOCIAL,Free,1000+,Everyone,'2.3 and up'
Parenting,PARENTING,Free,10+,Everyone,'4.2 and up'
Productivity,PRODUCTIVITY,Free,100+,Everyone,'4.4 and up'
Business,BUSINESS,Free,100+,Everyone,'4.0 and up'
Lifestyle,LIFESTYLE,Free,500+,Everyone,'4.0.3 and up'
Tools,TOOLS,Free,500+,Everyone,'4.0.3 and up'
Finance,FINANCE,Free,10000+,Everyone,'4.1 and up'
Entertainment,FAMILY,Free,100+,Everyone,'2.3 and up'
Tools,TOOLS,Free,10+,Everyone,'4.1 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,500000+,Everyone,'4.0.3 and up'
Business,BUSINESS,Free,50+,Everyone,'4.1 and up'
Tools,TOOLS,Free,5+,Everyone,'4.4 and up'
Productivity,PRODUCTIVITY,Paid,10+,Everyone,'4.0.3 and up'
Social,SOCIAL,Free,10000000+,'Mature 17+','4.4 and up'
Productivity,PRODUCTIVITY,Paid,10+,Everyone,'4.0 and up'
Tools,TOOLS,Free,10+,Everyone,'4.0 and up'
Tools,TOOLS,Paid,100+,Everyone,'4.0.3 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,100+,Everyone,'4.0.3 and up'
Tools,TOOLS,Free,500000+,Everyone,'4.1 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,1000+,Everyone,'4.0 and up'
Business,BUSINESS,Free,5+,Everyone,'4.0.3 and up'
Lifestyle,LIFESTYLE,Free,1+,Everyone,'4.0 and up'
Events,EVENTS,Free,10+,Everyone,'4.1 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,5000000+,Everyone,'Varies with device'
Communication,COMMUNICATION,Free,500+,Everyone,'2.3 and up'
Productivity,PRODUCTIVITY,Paid,100+,Everyone,'4.1 and up'
Shopping,SHOPPING,Free,5000000+,Everyone,'Varies with device'
Shopping,SHOPPING,Free,100000+,Everyone,'4.0 and up'
Shopping,SHOPPING,Paid,10000+,Everyone,'4.1 and up'
Shopping,SHOPPING,Free,10000+,Everyone,'4.0 and up'
Business,BUSINESS,Paid,50+,Everyone,'4.0.3 and up'
Tools,TOOLS,Free,1000+,Everyone,'4.1 and up'
Shopping,SHOPPING,Free,1000000+,Everyone,'4.4 and up'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000+,Everyone,'4.0.3 and up'
Tools,TOOLS,Paid,1000+,Everyone,'4.0 and up'
Board,GAME,Free,1000+,Everyone,'2.3 and up'
Shopping,SHOPPING,Free,1000+,Everyone,'4.0 and up'
Simulation,FAMILY,Paid,100+,Everyone,'Varies with device'
Entertainment,FAMILY,Free,10000000+,Everyone,'4.0.3 and up'
'Video Players & Editors',VIDEO_PLAYERS,Free,500+,Everyone,'5.0 and up'
Productivity,PRODUCTIVITY,Free,10000+,Everyone,'Varies with device'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000+,Everyone,'4.4 and up'
Business,BUSINESS,Paid,10+,Everyone,'2.2 and up'
Tools,TOOLS,Free,1000+,Everyone,'4.4 and up'
Arcade,GAME,Free,1000000+,Everyone,'4.0.3 and up'
Tools,TOOLS,Free,500+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000+,Everyone,'4.0.3 and up'
Productivity,PRODUCTIVITY,Free,1000+,Everyone,'4.0 and up'
'Health & Fitness',HEALTH_AND_FITNESS,Free,100+,Everyone,'4.1 and up'
Shopping,SHOPPING,Free,500000+,Everyone,'4.4 and up'
Communication,COMMUNICATION,Free,100+,Everyone,'Varies with device'
Shopping,SHOPPING,Free,100+,Everyone,'3.0 and up'
Productivity,PRODUCTIVITY,Free,100+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000+,Everyone,'4.1 and up'
Finance,FINANCE,Free,100+,Everyone,'4.4 and up'
Lifestyle,LIFESTYLE,Free,10+,Everyone,'4.0 and up'
'Health & Fitness',HEALTH_AND_FITNESS,Free,100+,Everyone,'4.1 and up'
Tools,TOOLS,Free,10000+,Everyone,'4.0.3 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,10000+,Teen,'4.0 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,100+,Everyone,'4.1 and up'
Lifestyle,LIFESTYLE,Free,10000000+,Everyone,'Varies with device'
Shopping,SHOPPING,Free,5000000+,Teen,'4.1 and up'
Casino,GAME,Free,10000000+,Teen,'Varies with device'
Action,GAME,Free,50000000+,Teen,'3.0 and up'
Action,GAME,Free,5000000+,Teen,'2.1 and up'
Casino,GAME,Free,100000+,Teen,'3.0 and up'
Entertainment,FAMILY,Free,1000+,Everyone,'4.1 and up'
Strategy,FAMILY,Free,5000000+,Everyone,'3.0 and up'
Action,GAME,Free,10000000+,Teen,'3.0 and up'
Strategy,FAMILY,Free,1000000+,Teen,'2.3.3 and up'
'Role Playing',FAMILY,Free,1000000+,'Everyone 10+','2.3 and up'
Racing,GAME,Free,10000000+,Everyone,'4.0.3 and up'
Strategy,FAMILY,Free,100000+,Teen,'3.0 and up'
Racing,GAME,Free,10000+,Everyone,'4.1 and up'
Simulation,FAMILY,Free,50000+,Teen,'4.2 and up'
Entertainment,FAMILY,Free,100+,Everyone,'4.4 and up'
'Role Playing',FAMILY,Free,1000000+,Teen,'4.0.3 and up'
Social,SOCIAL,Free,500000+,'Mature 17+','4.0 and up'
Entertainment,FAMILY,Free,1000+,Everyone,'4.1 and up'
Strategy,FAMILY,Free,1000000+,Everyone,'3.0 and up'
Strategy,FAMILY,Free,10000+,Everyone,'4.0.3 and up'
Lifestyle,LIFESTYLE,Free,1000+,Everyone,'2.2 and up'
Action,GAME,Free,5000000+,'Everyone 10+','2.0 and up'
'Role Playing',FAMILY,Free,100000+,'Everyone 10+','2.3 and up'
'Role Playing',FAMILY,Free,500000+,Teen,'4.4 and up'
Simulation,FAMILY,Free,10000000+,Everyone,'2.3.3 and up'
'News & Magazines',NEWS_AND_MAGAZINES,Free,10000+,'Mature 17+','4.0.3 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.0 and up'
Entertainment,FAMILY,Free,1000000+,Teen,'Varies with device'
Lifestyle,LIFESTYLE,Free,50+,Everyone,'4.3 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.4 and up'
Strategy,FAMILY,Free,100000+,Everyone,'4.0.3 and up'
Action,GAME,Free,10000000+,'Everyone 10+','2.3 and up'
'Role Playing',FAMILY,Free,100000+,Everyone,'4.0.3 and up'
Simulation,FAMILY,Free,100000+,Everyone,'4.1 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,1000+,Everyone,'2.3.3 and up'
Casino,GAME,Free,10000000+,Teen,'4.0.3 and up'
'Role Playing',FAMILY,Free,10000000+,'Everyone 10+','2.3 and up'
Personalization,PERSONALIZATION,Free,1000+,Everyone,'4.0.3 and up'
Business,BUSINESS,Free,100+,Everyone,'5.0 and up'
Card,GAME,Free,10000000+,Teen,'2.3.3 and up'
Arcade,GAME,Free,1000000+,Everyone,'2.3 and up'
'Role Playing',FAMILY,Free,1000000+,'Everyone 10+','3.0 and up'
Education;Education,FAMILY,Free,100000000+,Everyone,'Varies with device'
Social,SOCIAL,Free,10000000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,50000000+,Everyone,'Varies with device'
Social,SOCIAL,Free,10000000+,Everyone,'4.0 and up'
Entertainment,FAMILY,Free,10000000+,'Mature 17+','4.1 and up'
'Health & Fitness',HEALTH_AND_FITNESS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,100000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0 and up'
Action,GAME,Free,100000+,Teen,'4.1 and up'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Paid,500000+,Everyone,'4.0 and up'
Communication,COMMUNICATION,Free,10000000+,Everyone,'4.1 and up'
'Casual;Pretend Play',FAMILY,Free,10000000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,100000000+,Everyone,'2.3 and up'
Arcade,GAME,Free,1000000+,'Everyone 10+','4.1 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'Varies with device'
Shopping,SHOPPING,Free,10000000+,Everyone,'4.1 and up'
Action,GAME,Free,50000000+,'Everyone 10+','4.1 and up'
Action,GAME,Free,10000000+,'Everyone 10+','4.1 and up'
Productivity,PRODUCTIVITY,Free,100000000+,Everyone,'Varies with device'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000000+,Everyone,'4.1 and up'
Arcade,GAME,Free,10000000+,'Everyone 10+','4.1 and up'
Social,SOCIAL,Free,5000000+,'Mature 17+','Varies with device'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000000+,Everyone,'5.0 and up'
Simulation,FAMILY,Free,10000000+,Everyone,'4.1 and up'
Simulation,FAMILY,Free,1000000+,Everyone,'4.1 and up'
Entertainment,FAMILY,Free,100000+,Everyone,'5.0 and up'
Tools,TOOLS,Free,100000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,100000+,Everyone,'4.1 and up'
Entertainment,FAMILY,Free,1000000+,Everyone,'4.0.3 and up'
Education,FAMILY,Free,1000+,Everyone,'4.0.3 and up'
Education,FAMILY,Free,1000+,Everyone,'2.3 and up'
Education,FAMILY,Free,1000+,Everyone,'4.1 and up'
Trivia,GAME,Free,50000+,Everyone,'2.3 and up'
'Books & Reference;Education',FAMILY,Free,1000+,Everyone,'5.0 and up'
'Books & Reference',BOOKS_AND_REFERENCE,Free,5000+,Everyone,'4.1 and up'
Arcade,GAME,Free,10000+,Everyone,'4.1 and up'
Education,FAMILY,Free,10000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,10000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,50000+,Everyone,'4.0.3 and up'
Education,FAMILY,Free,10000+,Everyone,'4.1 and up'
Sports,SPORTS,Paid,1000+,Everyone,'4.0 and up'
Education,FAMILY,Free,100000+,Everyone,'2.2 and up'
Business,BUSINESS,Free,500+,Everyone,'4.1 and up'
Productivity,PRODUCTIVITY,Free,1000000+,Everyone,'4.0.3 and up'
Education,FAMILY,Free,50000+,Everyone,'3.0 and up'
Social,SOCIAL,Free,100000+,'Mature 17+','4.4 and up'
Lifestyle,LIFESTYLE,Free,1000+,Everyone,'4.0 and up'
Personalization,PERSONALIZATION,Paid,1+,Everyone,'4.4 and up'
Entertainment,FAMILY,Free,100+,Everyone,'4.0.3 and up'
Education,FAMILY,Free,50000+,Everyone,'3.0 and up'
Lifestyle,LIFESTYLE,Free,10000+,Everyone,'2.3 and up'
Entertainment,FAMILY,Free,100+,Everyone,'4.1 and up'
Education,FAMILY,Free,10+,Everyone,'2.3 and up'
Personalization,PERSONALIZATION,Free,10+,Teen,'4.0 and up'
Education,FAMILY,Free,10000+,Everyone,'3.0 and up'
Communication,COMMUNICATION,Free,10+,Everyone,'4.2 and up'
'Entertainment;Music & Video',FAMILY,Free,1000000+,Everyone,'4.0.3 and up'
Communication,COMMUNICATION,Free,1000+,Everyone,'2.3 and up'
'Maps & Navigation',MAPS_AND_NAVIGATION,Free,10000+,Everyone,'4.0 and up'
Lifestyle,LIFESTYLE,Free,500+,Everyone,'4.1 and up'
Entertainment,FAMILY,Free,1000+,Everyone,'4.1 and up'
Social,SOCIAL,Free,500+,Teen,'4.1 and up'
Communication,COMMUNICATION,Free,50+,Everyone,'2.2 and up'
Beauty,BEAUTY,Free,100+,Everyone,'4.1 and up'
Lifestyle,LIFESTYLE,Free,100+,Everyone,'4.0 and up'
Social,SOCIAL,Free,100+,Teen,'4.1 and up'
Finance,FINANCE,Free,100000+,Everyone,'4.3 and up'
Lifestyle,LIFESTYLE,Free,1+,Teen,'4.1 and up'
Lifestyle,LIFESTYLE,Free,10+,Everyone,'4.0 and up'
Tools,TOOLS,Paid,50000+,Everyone,'4.0 and up'
Tools,TOOLS,Free,10000000+,Everyone,'Varies with device'
Tools,TOOLS,Free,5000000+,Everyone,'4.0 and up'
Tools,TOOLS,Free,50000000+,Everyone,'Varies with device'
Tools,TOOLS,Free,10000000+,Everyone,'4.1 and up'
Productivity,PRODUCTIVITY,Free,100000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,1000000+,Everyone,'Varies with device'
Tools,TOOLS,Free,10000000+,Everyone,'2.3 and up'
Entertainment,FAMILY,Free,1000000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,1000000+,Everyone,'2.3 and up'
Entertainment,FAMILY,Free,1000+,'Mature 17+','4.1 and up'
Tools,TOOLS,Free,5000000+,Everyone,'4.0.3 and up'
Finance,FINANCE,Free,10000+,Everyone,'5.0 and up'
Entertainment,FAMILY,Free,5000+,Everyone,'5.0 and up'
Tools,TOOLS,Free,5000000+,Everyone,'4.1 and up'
Productivity,PRODUCTIVITY,Paid,10+,Everyone,'4.0 and up'
Tools,TOOLS,Free,100000+,Everyone,'3.0 and up'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000000+,Everyone,'4.4 and up'
Tools,TOOLS,Free,5000000+,Everyone,'4.0.3 and up'
Productivity,PRODUCTIVITY,Free,10000+,Everyone,'4.2 and up'
Photography,PHOTOGRAPHY,Free,1000000+,Everyone,'4.0 and up'
Social,SOCIAL,Free,1000000+,Everyone,'4.1 and up'
Tools,TOOLS,Free,1000000+,Everyone,'4.0 and up'
Tools,TOOLS,Free,50000+,Everyone,'4.1 and up'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,10000+,Everyone,'2.2 and up'
'Video Players & Editors',VIDEO_PLAYERS,Free,10000000+,Everyone,'4.0 and up'
'Video Players & Editors',VIDEO_PLAYERS,Free,1000000+,Everyone,'2.3.3 and up'
Productivity,PRODUCTIVITY,Free,100000+,Everyone,'4.2 and up'
Tools,TOOLS,Free,1000000+,Everyone,'4.1 and up'
