Country,Region,Province,City,Successful_Attack,Suicide_Attack,Attack_Type,Target_Type,Target_Subtype,Corporation,Target,Target_Nationality,Terrorist_Group,Weapon_Type,Kill_Count,Terrorists_Killed,People_Injured,Terrorist_Injured,Property_Damaged,Hostage_Kidnapped,ransom,Hostage_Recovered,International_Attack,Death_Category,Death
India,'South Asia',Assam,'Karbu Anglong district',1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Civilan(s),'Civilians in Karbi Anglong (District)',India,'United Liberation Front of Assam (ULFA)',Explosives,0,0,3,0,0,0,0,0,0,No_Death,no
Colombia,'South America',Santander,Giron,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally',unknown,'office  political candidate',Colombia,'National Liberation Army of Colombia (ELN)',Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
Greece,'Western Europe',Attica,Athens,1,0,'Facility/Infrastructure Attack',Transportation,'Bus Station/Stop',Unknown,'An urban bus depot',Greece,'Conspiracy of Cells of Fire',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Chonburi,Pattaya,0,0,Assassination,'Journalists & Media','Newspaper Journalist/Staff/Facility','Pattaya Weekly','Owner Kampol Kiatkamhaeng',Thailand,Unknown,Explosives,0,0,1,0,0,0,0,0,0,No_Death,no
Yemen,'Middle East & North Africa',Sanaa,'Nihm district',1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Yemeni Army',Soldiers,Yemen,'Houthi extremists (Ansar Allah)',Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Lebanon,'Middle East & North Africa','Mount Lebanon','Sad el-Baouchriye',0,0,Bombing/Explosion,'Private Citizens & Property','Public Area (garden  parking lot  garage  beach  public building  camp)',Govt,Street,Lebanon,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Change Go Party',Offices,Peru,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Religious Figures/Institutions','Place of Worship',Unknown,'Shiite Mosque',Iraq,Unknown,Explosives,0,0,8,0,0,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,Transportation,'Bridge/Car Tunnel','Al-Mushahdah Bridge',Bridge,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
India,'South Asia','Jammu and Kashmir',Srinagar,1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)','Indian Border Security Police Force','A Border Security Force camp in the Khanyar area of Srinagar',India,Unknown,Explosives,0,0,9,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,Police,'Police Patrol (including vehicles and convoys)','Iraqi Police Service (IPS)','A traffic police patrol',Iraq,Unknown,Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
Egypt,'Middle East & North Africa','North Sinai','Sheikh Zuweid',0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Egypt,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Ukraine,'Eastern Europe',Luhansk,Smile,0,0,Unknown,Military,'Military Unit/Patrol/Convoy','Ukrainian Airmobile Forces','80th Brigade Patrol',Ukraine,'Donskoy Army',Unknown,0,0,0,0,0,0,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,Sui,1,0,Bombing/Explosion,Utilities,Gas,Unknown,'A gas pipeline was targeted in the attack.',Pakistan,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Ukraine,'Eastern Europe',Donetsk,Avdiivka,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Armed Forces of Ukraine',Soldiers,Ukraine,'Donetsk People s Republic',Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
France,'Western Europe',Corsica,Ajaccio,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,Unknown,'property owned by French who settled from mainland',France,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Al Anbar',Fallujah,1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Iraqi Police Service (IPS)','Police Officer',Iraq,Unknown,Explosives,0,0,2,0,0,0,0,0,0,No_Death,no
Ukraine,'Eastern Europe',Dnipropetrovsk,Pyatykhatky,1,0,'Facility/Infrastructure Attack','Government (General)','Politician or Political Party Movement/Meeting/Rally','Government of Pyatykhatky','District Chair: Volodymyr Chepurko',Ukraine,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Colombia,'South America',Cauca,Unknown,1,0,Bombing/Explosion,Transportation,'Highway/Road/Toll/Traffic Signal','Pan-American Highwa','The Pan-American Highway',Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Hakkari,Semdinli,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,Civilians,Turkey,'Kurdistan Workers  Party (PKK)',Explosives,0,0,1,0,-9,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa','Lower Juba',Yoontoy,1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Jubaland Forces (JF)',Convoy,Somalia,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Philippines,'Southeast Asia','Surigao del Sur','Santo Nino',1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'Delivery Truck',Philippines,'New People s Army (NPA)',Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,1,0,'Armed Assault','Private Citizens & Property',Vehicles/Transportation,Unk,Vehicle,Pakistan,'Muttahida Qami Movement (MQM)',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Mus,Gunyurdu,1,0,'Facility/Infrastructure Attack','Educational Institution','School/University/Educational Building',Unknown,School,Turkey,'Kurdistan Workers  Party (PKK)',Unknown,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Federally Administered Tribal Areas',Damadola,1,0,Bombing/Explosion,'Private Citizens & Property','Named Civilian','Not Applicable','Tribal Elder: Haji Islam',Pakistan,Unknown,Explosives,0,0,3,0,0,0,0,0,0,No_Death,no
India,'South Asia','West Bengal',Darjeeling,1,0,'Facility/Infrastructure Attack',Business,?,Unknown,Warehouse,India,'Gorkha Janmukti Morcha (GJM)',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Lebanon,'Middle East & North Africa',Beirut,Beirut,1,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)','Syrian Military','Syrian Position',Syria,9-Feb,Firearms,0,0,3,0,1,0,0,0,1,No_Death,no
'El Salvador','Central America & Caribbean',Chalatenango,'La Palma',1,0,'Armed Assault','Private Citizens & Property',Village/City/Town/Suburb,Unknown,Town,'El Salvador','Farabundo Marti National Liberation Front (FMLN)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Syria,'Middle East & North Africa',Damascus,Damascus,1,0,'Armed Assault','Private Citizens & Property',Protester,'Not Applicable',Protesters,Syria,Unknown,Firearms,0,0,5,0,0,0,0,0,0,No_Death,no
Egypt,'Middle East & North Africa','North Sinai',Unknown,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Egypt,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Maguindanao,'Shariff Aguak',1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable',Residence,Philippines,Unknown,Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Bushmills,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable',House,'Northern Ireland','Ulster Freedom Fighters (UFF)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Pakistan,'South Asia','Khyber Pakhtunkhwa','Karak district',1,0,'Armed Assault',Police,'Police Checkpoint','Pakistani Police',Checkpoint,Pakistan,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean','San Vicente','San Felipe',1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'High Tension line electrical line tower','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Muthanna,Samawah,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,'Iraqi private business','Pool Hall in Samawah',Iraq,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Herat,Zughali,1,0,'Armed Assault',Military,'Military Barracks/Base/Headquarters/Checkpost','Afghan National Security Force (ANSF)',Checkpost,Afghanistan,Taliban,Firearms,0,0,0,0,-9,0,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,Quetta,1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,'A civilian',Pakistan,'Baloch Liberation Army (BLA)',Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
Kenya,'Sub-Saharan Africa',Kisii,Kisii,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Political Party Member/Rally','Orange Democratic Movement','Kisii Central Ward Candidate: Frank Mirina',Kenya,Unknown,Unknown,0,0,0,0,1,1,0,1,0,No_Death,no
Peru,'South America',Callao,Callao,1,0,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost',Military,'naval base',Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'United States','North America','New York','New York City',1,0,'Facility/Infrastructure Attack','Religious Figures/Institutions','Place of Worship','St. Paul s Memorial Church','Episcopal Church','United States',Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Maguindanao,Pagatin,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Philippine Army (PA)',Soldiers,Philippines,'Bangsamoro Islamic Freedom Movement (BIFM)',Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Pakistan,'South Asia','North-West Frontier Province',Khwazakhela,1,0,'Facility/Infrastructure Attack',Police,'Police Security Forces/Officers','Khwazakhel Police Station',Police,Pakistan,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Babil,Hillah,1,0,'Armed Assault','Government (General)','Government Personnel (excluding police  military)',Unknown,'A representative of Grand Ayatollah Ali al-Sistani',Iraq,Unknown,Firearms,0,0,2,0,-9,0,0,0,0,No_Death,no
Colombia,'South America',Unknown,'Aranquita  Aravea',1,0,Hijacking,'Airports & Aircraft','Aircraft (not at an airport)',unk,'Piper BA34',Colombia,Unknown,Unknown,0,0,0,0,0,1,0,0,0,No_Death,no
Lebanon,'Middle East & North Africa',Beqaa,'Kafr Danis',1,0,Bombing/Explosion,Military,'Military Transportation/Vehicle (excluding convoys)','Syrian Military',Truck,Syria,'Martyr Riyad Taha Group',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
France,'Western Europe',Corsica,Unknown,1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)',Unknown,'police stations  banks  shops and unidentified private property',France,'Corsican National Liberation Front (FLNC)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','West Bank',Nablus,1,0,Bombing/Explosion,Military,'Military Checkpoint','Israeli Defense Forces','Israeli soldier checkpoint in Nablus  Israel',Israel,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Colombia,'South America',Caqueta,Florencia,1,0,'Armed Assault',Business,Retail/Grocery/Bakery,Unknown,'La Florentiana Soda Truck',Colombia,'M-19 (Movement of April 19)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Kunduz,'Haydar Qal',1,0,Bombing/Explosion,Police,'Police Patrol (including vehicles and convoys)','Afghan Police',Van,Afghanistan,Unknown,Explosives,0,0,3,0,0,0,0,0,0,No_Death,no
Nigeria,'Sub-Saharan Africa',Bayelsa,Yenagoa,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Government of Nigeria','Creek Haven Government House',Nigeria,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Bangladesh,'South Asia',Chittagong,'Khejur Chattar',1,0,Bombing/Explosion,'Private Citizens & Property',Student,'Not Applicable','Students: Minhajul Islam Anik  Shahriar Rhidoy',Bangladesh,Unknown,Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
Colombia,'South America',Antioquia,'Medellin district',0,0,Bombing/Explosion,Utilities,Electricity,Unknown,'High tension line tower',Colombia,'Simon Bolivar Guerrilla Coordinating Board (CGSB)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Ukraine,'Eastern Europe',Donetsk,Marinka,1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilian,Ukraine,Unknown,Firearms,0,0,1,0,-9,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Istanbul,Istanbul,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally',Unknown,'Social Democratic Populist Party',Turkey,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,'Facility/Infrastructure Attack','Private Citizens & Property',House/Apartment/Residence,'Not Applicable',House,'Northern Ireland',Unknown,Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
France,'Western Europe',Corsica,Bastia,1,0,'Facility/Infrastructure Attack','Government (General)',Judge/Attorney/Court,Govt,'French Courthouse',France,'Corsican National Liberation Front (FLNC)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Spain,'Western Europe',Barcelona,Barcelona,1,0,'Armed Assault',Business,Restaurant/Bar/Café,Unknown,'Savings Association of Barcelona',Spain,'Iberian Liberation Movement (MIL)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,'Barkhan district',1,0,Bombing/Explosion,Telecommunication,Telephone/Telegraph,Unknown,'A telephone system',Pakistan,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia','Jammu and Kashmir',Shopian,1,0,Bombing/Explosion,Military,'Military Transportation/Vehicle (excluding convoys)',Unknown,'Jeep with Indian solidiers',India,Unknown,Explosives,0,0,25,0,1,0,0,0,0,No_Death,no
Germany,'Western Europe',Bremen,Bremen,1,0,'Facility/Infrastructure Attack','Private Citizens & Property','Labor Union Related',Unknown,'Turkish Social Club',Turkey,Unknown,Incendiary,0,0,1,0,1,0,0,0,1,No_Death,no
Spain,'Western Europe',Galicia,Vigo,1,0,Bombing/Explosion,Police,'Police Patrol (including vehicles and convoys)','National Police',Minivan,Spain,'Basque Fatherland and Freedom (ETA)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Philippines,'Southeast Asia','North Cotabato',Kabacan,1,0,'Armed Assault','Government (General)','Politician or Political Party Movement/Meeting/Rally','Government of Liliongan','Council Member: Leopoldo Morqueda',Philippines,Unknown,Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
'United States','North America',Indiana,'Fort Wayne',1,0,'Facility/Infrastructure Attack','Abortion Related',Clinics,'National Women s Health Organization  Inc.','Fort Wayne Women s Health Organization','United States','Anti-Abortion extremists',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Greece,'Western Europe',Attica,Athens,1,0,Bombing/Explosion,NGO,'International NGO','Center for European Constitutional Law',Office,Greece,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'Sri Lanka','South Asia',Northern,Jaffna,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,'State-ownded Peoples Bank','Sri Lanka',Tamils,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Germany,'Western Europe','North Rhine-Westphalia',Gelsenkirchen,1,0,'Facility/Infrastructure Attack',Business,Hotel/Resort,Govt,'Refugee Hostel',Germany,'Neo-Nazi extremists',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Italy,'Western Europe',Piedmont,Turin,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office',Unknown,'State Government Bldg.',Italy,Unknown,Firearms,0,0,0,0,0,1,0,0,0,No_Death,no
Chile,'South America','Santiago Metropolitan',Santiago,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office',Unknown,'govt building',Chile,'Movement of the Revolutionary Left (MIR) (Chile)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia',Bihar,Sitamarhi,1,0,'Facility/Infrastructure Attack',Business,Construction,'Construction equipment','Road construction equipment',India,'Communist Party of India - Maoist (CPI-Maoist)',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Russia,'Eastern Europe','Kabardino Balkariya',Nalchik,1,0,Bombing/Explosion,Transportation,'Highway/Road/Toll/Traffic Signal',Unknown,'A road was targeted in the attack.',Russia,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Colombia,'South America',Bolivar,Unknown,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Named Civilian',Unknown,'Jose Cabrales  NFI',Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Unknown,0,0,0,0,0,1,0,1,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','Science and Technology Ministry','The target of this attack was an employee of the Science and Technology Ministry.',Iraq,Unknown,Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Federally Administered Tribal Areas',Baizai,1,0,Unknown,Military,'Military Barracks/Base/Headquarters/Checkpost','Pakistan Armed Forces','Kheki Tikre Checkpost',Pakistan,Unknown,Unknown,0,0,1,0,0,0,0,0,0,No_Death,no
India,'South Asia',Manipur,'Imphal East district',1,0,Bombing/Explosion,'Private Citizens & Property','Political Party Member/Rally','Indian National Congress (INC)','Residence of Candidate: Elangbam Chand',India,'Coordination Committee (CORCOM)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Al Anbar',Al-Baghdadi,0,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Iraq,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Colombia,'South America',Caqueta,'Cartagena del Chaira',1,0,Unknown,'Government (General)','Government Building/Facility/Office',Unknown,'Agrarian Fund Office',Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Unknown,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Khyber Pakhtunkhwa',Hangu,1,0,Bombing/Explosion,'Government (Diplomatic)','International Organization (peacekeeper  aid agency  compound)','United Nations Children s Fund (UNICEF)','A United Nations Children s Fund (UNICEF) office was targeted in the attack.',Pakistan,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','West Bank',Jerusalem,1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilian,Israel,'Palestinian Extremists',Melee,0,0,1,0,0,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Yala,Unknown,1,0,'Hostage Taking (Kidnapping)','Educational Institution',Teacher/Professor/Instructor,Unknown,'Teacher Fong Petboon',Thailand,'Muslim Separatists',Unknown,0,0,0,0,0,1,0,0,0,No_Death,no
Spain,'Western Europe',Valencia,Valencia,1,0,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost',Unknown,'Local HQ New Force',Spain,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Nepal,'South Asia',Central,Bishalnagar,1,0,'Facility/Infrastructure Attack','Private Citizens & Property','Unnamed Civilian/Unspecified',Civilians,'Civilians and Property in Bishalnagar  Nepal',Nepal,Maoists,Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Diyarbakir,Diyarbakir,1,0,'Armed Assault',Police,'Police Building (headquarters  station  school)','Turkish National Police (EGM)','Police Directorate Building',Turkey,'Kurdistan Workers  Party (PKK)',Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Helmand,'Sangin district',1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Afghan Police',Officers,Afghanistan,Taliban,Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Sulu,Jolo,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Laborer (General)/Occupation Identified','Peter Go ( Xili Wu)','A cashier of the Perlas Trading in Barangay',China,'Abu Sayyaf Group (ASG)',Firearms,0,0,0,0,0,1,0,0,1,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','West Bank',Gevaot,1,0,'Facility/Infrastructure Attack','Private Citizens & Property',Village/City/Town/Suburb,'Gevaot Area',Area,'West Bank and Gaza Strip','Palestinian Extremists',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Colombia,'South America',Magdalena,'San Sebastian de Buenavista',0,0,'Facility/Infrastructure Attack','Government (General)','Government Personnel (excluding police  military)',Govt,'Residence of mayor',Colombia,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Maguindanao,Kudal,1,0,Unknown,'Private Citizens & Property','Political Party Member/Rally',Unknown,Candidate,Philippines,'Moro Islamic Liberation Front (MILF)',Unknown,0,0,0,0,1,0,0,0,0,No_Death,no
Chile,'South America','Santiago Metropolitan',Santiago,1,0,Bombing/Explosion,'Religious Figures/Institutions','Place of Worship','Mormon Church  San Miguel area',Chapel,'United States',Unknown,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
'West Germany (FRG)','Western Europe','North Rhine-Westphalia',Dusseldorf,1,0,'Armed Assault','Private Citizens & Property','Laborer (General)/Occupation Identified',Unknown,'Attorney s Vehicle; Heiy Peter   appointed defense for K.LT. Delluro',Germany,'Revolutionary Cells',Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Carrickfergus,0,0,'Armed Assault',Police,'Police Patrol (including vehicles and convoys)','Police Service of Northern Ireland (PSNI)',Vehicle,'Northern Ireland','South East Antrim Brigade',Incendiary,0,0,0,0,0,0,0,0,1,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Iraq,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Russia,'Eastern Europe',Chechnya,Argun,1,0,'Armed Assault',Police,'Police Building (headquarters  station  school)','Law enforcement','Russian law enforcement officers at an interior outpost near Argun',Russia,'Chechen Rebels',Firearms,0,0,1,0,1,0,0,0,0,No_Death,no
Peru,'South America',Arequipa,Toctococha,1,0,'Armed Assault',Military,'Military Transportation/Vehicle (excluding convoys)',Unknown,'Army Lorry',Peru,'Shining Path (SL)',Firearms,0,0,4,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,Mastung,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Pakistan Armed Forces',Forces,Pakistan,Unknown,Explosives,0,0,7,0,0,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Bukidnon,Songco,1,0,Bombing/Explosion,Military,Paramilitary,'Citizens Armed Forces Geographical Unit (CAFGU)','8th Infantry Battalion Soldiers',Philippines,'New People s Army (NPA)',Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Adana,Adana,1,0,Bombing/Explosion,Business,Bank/Commerce,'Halk Bank','Automatic Teller Machine',Turkey,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean',Morazan,Arambala,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'Military Unit','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Banaadir,Mogadishu,1,0,'Hostage Taking (Kidnapping)','Journalists & Media','Newspaper Journalist/Staff/Facility',AP,'correspondent Jina Susman  35  AP news editor in Jo-Burg SA','United States',Unknown,Firearms,0,0,0,0,0,1,1,0,1,No_Death,no
Iraq,'Middle East & North Africa',Nineveh,Al-Riyad,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','State Company for Oil Projects',Convoy,Iraq,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Al Anbar',Karma,1,0,'Armed Assault','Government (General)','Government Building/Facility/Office','Government of Iraq',Office,Iraq,Unknown,Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
Greece,'Western Europe',Unknown,Unknown,1,0,'Facility/Infrastructure Attack','Government (General)','Government Personnel (excluding police  military)','Greek junior minister','Mariliza Xenogiannakopoulou  a junior minister',Greece,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Pattani,'Ta Kae',1,0,'Facility/Infrastructure Attack',Utilities,Electricity,'Electricity Generating Authority of Thailand (EGAT)','Power Transformer',Thailand,Unknown,Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Nepal,'South Asia',Central,Kathmandu,1,0,Bombing/Explosion,NGO,'Domestic NGO','King Mahendra Trust for Nature Conservation',Unknown,Nepal,Maoists,Explosives,0,0,2,0,-9,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Sulaymaniyah,Sulaymaniyah,0,0,Assassination,'Private Citizens & Property','Political Party Member/Rally','Not Applicable','Yousef al-Jalabi',Iraq,Unknown,Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Tak,?,1,0,'Unarmed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,'One target was a Thai Civilian villager.',Thailand,'Karen National Union',Melee,0,0,1,0,1,0,0,0,1,No_Death,no
'United Kingdom','Western Europe',England,London,1,0,'Hostage Taking (Kidnapping)','Government (Diplomatic)','Diplomatic Personnel (outside of embassy  consulate)','Egyptian Government','employees  Egyptian emb london',Egypt,'Jewish Defense League (JDL)',Unknown,0,0,0,0,0,1,1,3,1,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,0,0,Assassination,Unknown,?,Unk,Unk,Pakistan,Unknown,Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
Iran,'Middle East & North Africa','Sistan and Balochistan',Zahedan,1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building','A school','A school',Iran,'Jundallah (Iran)',Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
Argentina,'South America','Buenos Aires',Androgue,1,0,Bombing/Explosion,'Religious Figures/Institutions','Place of Worship','Catholic Church','Church Nuestra Senora de la Medalla Miligrosa',Argentina,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
